return-date	order-id	sku	asin	fnsku	product-name	quantity	fulfillment-center-id	detailed-disposition	reason	license-plate-number	customer-comments
2026-04-12T11:29:31+00:00	408-2155040-9929941	1030300_EAN	B0FBMGT6V7	X002C88WLZ	Cubelelo Drift Explorer 3x3 Speed Cube | Best Starter Speedcube for Beginners | Perfect Brain Teaser for Kids Ages 4 to14 Years Old & Above Boys Girls Children | Smooth Turning Puzzle Toy for Adults	1	BLR5	SELLABLE	DEFECTIVE	LPNBLR5P2675789	
2026-04-12T11:22:12+00:00	407-6878545-7040342	1060100	B09HH5R69B	X001G4MZFF	Cubelelo Drift 6x6 Stickerless Speed Cube Magic Puzzle for Kids & Adults | Advanced Level Speedcube | Speedy Stress Buster Brainstorming Cube	1	BOM4	CUSTOMER_DAMAGED	DEFECTIVE	LPNBOM4N37272697	
2026-04-12T11:18:40+00:00	171-7035123-3900346	1630202	B09B7PNSTV	X001ETHG47	Cubelelo Drift Infinity Cube (Blue) | Magic Puzzle Cool Mini Gadget for Stress and Anxiety Relief for Kids and Adults | Desk Finger Flip Toy for Fun and Game | for Ages 3 Years and Above	1	DEL2	SELLABLE	UNDELIVERABLE_REFUSED	LPNDEL2R80639179	
2026-04-12T11:10:18+00:00	405-6386318-6441147	1140022	B08169YZPG	X001602BQR	Cubelelo Drift Gear 3x3 Stickerless Cube Speed Cube | Toy for Kids & Adults | Magic Speedy Stress Buster Brainstorming Puzzle 3x3x3 (Multicolor)	1	DEL2	SELLABLE	UNDELIVERABLE_REFUSED	LPNDEL2R84007303	
2026-04-12T11:10:18+00:00	405-6386318-6441147	1120100	B08LBGYZ51	X0019BU32H	Cubelelo Drift 3x3 Mirror (Silver) Magic Speed Cube | Shape Shifter Speedcube with Durable Stickers | Advanced 3x3x3 Puzzle Toy for Kids Ages 7-14 Boys Girls & Adults | Collector's Item	1	DEL2	SELLABLE	UNDELIVERABLE_REFUSED	LPNDEL2R84007304	
2026-04-12T11:10:16+00:00	402-9241787-1365928	1030300_EAN	B0FBMGT6V7	X002C88WLZ	Cubelelo Drift Explorer 3x3 Speed Cube | Best Starter Speedcube for Beginners | Perfect Brain Teaser for Kids Ages 4 to14 Years Old & Above Boys Girls Children | Smooth Turning Puzzle Toy for Adults	1	BOM4	SELLABLE	UNDELIVERABLE_REFUSED	LPNBOM4N39538421	
2026-04-12T11:06:02+00:00	402-4299240-8183564	1270100	B09BZPFCZ8	X001F0AT1H	Cubelelo Drift Mastermorphix Stickerless Cube Puzzle for Kids & Adults Speedy Stress Buster Brainstorming Cube	1	BOM4	SELLABLE	DEFECTIVE	LPNBOM4N37488930	
2026-04-12T11:05:21+00:00	404-1994111-6240359	1040300	B09HH8XQ14	X001G4QY25	Cubelelo Drift 4x4 (Black) Speedcube | Challenging Brain Teaser Puzzle Toy for Kids 7-14 Years Old Boys Girls & Adults All Ages | Fast Speed Cube for Intermediate and Advanced Cubers	1	BLR5	DEFECTIVE	DEFECTIVE	LPNBLR5P2891697	Colors are applied as stickers and coming out easily after one or two rotation
2026-04-12T11:05:05+00:00	403-0334341-1028342	1030651	B0DJQWJFSX	X0025EZ04D	Cubelelo Drift 3M Plus v2 3x3 (Magnetic) (New Upgraded Version) | Based on MoYu RS3M v5 | Dual-Adjustment System | Speedcube for Kids & Adults | Magic Speedy Stress Buster Brainstorming Puzzle	1	DEL2	SELLABLE	UNDELIVERABLE_REFUSED	LPNDEL2R81948653	
2026-04-12T10:51:58+00:00	171-6774162-3281109	CLB0502	B0CL3HR7YS	X001VZMI15	Cubelelo Drift Warrior 3x3 & Premium Cube Lubricant Combo | Speed Cube Set for Fast, Smooth, Professional Solving | Ultimate Kit for All Your Speedcubing Needs Multicolor for Kids, Adults All Ages	1	DEL2	SELLABLE	UNDELIVERABLE_REFUSED	LPNDEL2R81014465	
2026-04-12T10:47:17+00:00	405-0478122-6299569	1630210	B09HH8CC7Y	X00262W227	Cubelelo Drift Number Sliding Magnetic Puzzle 4x4 | Toys For 6-10 Years Old Boys & Girls | 15-Blocks Brain Teaser Puzzle Game for Kids | Educational, Learning, Activity Toy for Return & Birthday Gifts	1	DEL2	SELLABLE	UNDELIVERABLE_UNKNOWN	LPNDEL2R81070647	
